Radius,Simulated,Theoretical,STDEV
1762,1897.46,1748.95,1542.93
1763,1858.4,1750.94,1526.3
1764,1773.23,1752.92,1464.4
1765,1775.16,1754.91,1399.61
1766,1923.86,1756.9,1554.68
1767,1834.3,1758.89,1513.06
1768,1786.89,1760.88,1478.03
1769,1773.24,1762.87,1398.09
1770,1940.19,1764.87,1576.67
1771,1838.6,1766.86,1524.13
1772,1773.1,1768.86,1461.89
1773,1787.67,1770.86,1412.16
1774,1940.53,1772.85,1576.93
1775,1832.84,1774.85,1526.41
1776,1784.66,1776.85,1461.93
1777,1796.86,1778.85,1412.59
1778,1954.52,1780.86,1573.61
1779,1854.08,1782.86,1522.29
1780,1829.08,1784.87,1493.19
1781,1790.35,1786.87,1406.49
1782,1944.02,1788.88,1582.06
1783,1964.62,1790.89,1609.81
1784,1767.89,1792.9,1418.95
1785,1832.43,1794.91,1447.27
1786,1949.63,1796.92,1554.1
1787,1932.17,1798.93,1602.59
1788,1848.68,1800.95,1512.94
1789,1855.71,1802.96,1540.88
1790,1868.32,1804.98,1472.99
1791,1983.23,1806.99,1621.68
1792,1909.42,1809.01,1594.23
1793,1852.5,1811.03,1493.56
1794,1843.08,1813.05,1441.91
1795,1987.88,1815.07,1618.26
1796,1978,1817.1,1629.91
1797,1867.37,1819.12,1508.28
1798,1875.82,1821.15,1536.39
1799,1895.97,1823.17,1468.37
1800,2011.88,1825.2,1634.38
1801,1907.2,1827.23,1587.37
1802,1852.47,1829.26,1475.26
1803,1887.22,1831.29,1495.79
1804,1972.21,1833.32,1574.57
1805,1995.59,1835.35,1633.8
1806,1908.27,1837.39,1602.81
1807,1874.71,1839.42,1468.6
1808,1868.98,1841.46,1466.68
1809,2008.84,1843.5,1621.83
1810,2021.17,1845.54,1647.35
1811,1885.76,1847.58,1517.94
1812,1902.31,1849.62,1552.45
1813,1909.14,1851.66,1480.45
1814,2016.8,1853.7,1625.58
1815,2009.05,1855.75,1655.6
1816,1861.53,1857.79,1467.37
1817,1918.91,1859.84,1571.94
1818,1926.9,1861.89,1494.06
1819,2043.39,1863.94,1633.1
1820,1959.9,1865.99,1631.95
1821,1864.51,1868.04,1444.39
1822,1927.15,1870.09,1502.44
1823,1974.94,1872.14,1581.12
1824,2038.81,1874.2,1621.4
1825,1966.31,1876.25,1599.24
1826,1898.66,1878.31,1488.77
1827,1927.15,1880.37,1502.31
1828,1987.12,1882.43,1583.58
1829,2063.73,1884.49,1638.98
1830,1985.72,1886.55,1639.18
1831,1904.71,1888.61,1461.03
1832,1950.06,1890.67,1592.64
1833,1946.7,1892.74,1491.41
1834,2059.38,1894.8,1635.57
1835,2038.03,1896.87,1646.24
1836,1911.66,1898.94,1509.34
1837,1949.04,1901.01,1556.46
1838,1938.36,1903.08,1498.66
1839,2033.81,1905.15,1616.9
1840,2054.04,1907.22,1650.36
1841,1945.02,1909.3,1529.02
1842,1958.82,1911.37,1565.97
1843,1913.31,1913.45,1485.91
1844,2061.9,1915.52,1628.81
1845,2045.14,1917.6,1627.91
1846,1967.66,1919.68,1609.89
1847,1947.98,1921.76,1542.93
1848,1943.84,1923.84,1544.85
1849,2034.59,1925.93,1640.87
1850,2085.15,1928.01,1668.07
1851,2023.89,1930.09,1635.36
1852,1934.65,1932.18,1536.38
1853,1980.91,1934.27,1623.87
1854,1956.73,1936.36,1530.34
1855,2072.57,1938.44,1659.8
1856,2063.09,1940.54,1667.18
1857,1977.65,1942.63,1619.78
1858,1978.53,1944.72,1543.86
1859,1944.37,1946.81,1543.85
1860,2050.66,1948.91,1649.06
1861,2098.94,1951,1682.13
1862,2066,1953.1,1692.58
1863,1942.37,1955.2,1533.15
1864,1980.03,1957.3,1620.86
1865,1952.9,1959.4,1545.19
1866,2107.04,1961.5,1679.82
1867,2083.46,1963.61,1691.02
1868,1996.09,1965.71,1611.73
1869,1981.11,1967.81,1592.93
1870,2007.51,1969.92,1658.28
1871,1978.54,1972.03,1558.04
1872,2091.21,1974.14,1678.68
1873,2084.11,1976.25,1692.11
1874,1995.97,1978.36,1623.86
1875,1988.67,1980.47,1573.23
1876,1987.66,1982.58,1588.41
1877,2035.87,1984.7,1649.03
1878,2097.99,1986.81,1693.54
1879,2088.32,1988.93,1711.74
1880,2013.44,1991.05,1630.31
1881,2005.6,1993.16,1576.52
1882,1976.31,1995.28,1565.74
1883,2066.05,1997.41,1674.93
1884,2107.62,1999.53,1697.36
1885,2102.62,2001.65,1716.71
1886,2035.38,2003.77,1636.25
1887,2023.21,2005.9,1586.63
1888,2048.4,2008.03,1681.11
1889,2040.42,2010.15,1591.97
1890,2136.16,2012.28,1698.84
1891,2145.9,2014.41,1710.4
1892,2083.98,2016.54,1694.72
1893,2035.62,2018.68,1630.87
1894,2045.91,2020.81,1677.7
1895,2043.77,2022.94,1644.37
1896,2115.95,2025.08,1710.84
1897,2131.9,2027.22,1735.57
1898,2167.35,2029.35,1718.57
1899,2070.37,2031.49,1677.46
1900,2058.72,2033.63,1660.04
1901,2105.63,2035.78,1745.34
1902,2071.89,2037.92,1672.79
1903,2146.64,2040.06,1726.36
1904,2182.33,2042.21,1779.49
1905,2180.47,2044.35,1747.54
1906,2193.45,2046.5,1800.56
1907,2074.77,2048.65,1707.41
1908,2084.35,2050.8,1670.75
1909,2136.14,2052.95,1771.52
1910,2096.18,2055.1,1677.73
1911,2192.35,2057.25,1796.64
1912,2201.52,2059.4,1796.31
1913,2200.79,2061.56,1771.98
1914,2191.03,2063.71,1817.2
1915,2099.67,2065.87,1717.44
1916,2090.88,2068.03,1684.22
1917,2139.06,2070.19,1768.24
1918,2103.51,2072.35,1711.01
1919,2161.47,2074.51,1755.46
1920,2220.74,2076.67,1802.38
1921,2217.79,2078.84,1804.99
1922,2163.12,2081,1770.66
1923,2143.86,2083.17,1723.66
1924,2140.45,2085.33,1748.63
1925,2161.87,2087.5,1791.01
1926,2149.46,2089.67,1767.36
1927,2120.61,2091.84,1701.65
1928,2233,2094.01,1819.06
1929,2235.69,2096.19,1822.85
1930,2263.66,2098.36,1834.39
1931,2201.38,2100.54,1797.45
1932,2179.87,2102.71,1763.96
1933,2173.49,2104.89,1754.82
1934,2167.48,2107.07,1788.49
1935,2224.98,2109.25,1812.7
1936,2165.24,2111.43,1714.43
1937,2200.49,2113.61,1794.55
1938,2260.57,2115.79,1817.65
1939,2271.93,2117.98,1829.48
1940,2263.06,2120.16,1829.2
1941,2255.36,2122.35,1797.44
1942,2261.08,2124.54,1851.57
1943,2177.72,2126.72,1751.09
1944,2205.74,2128.91,1750.24
1945,2182.11,2131.1,1789.99
1946,2230.94,2133.3,1815.09
1947,2192.39,2135.49,1736.99
1948,2213.76,2137.68,1805.12
1949,2266.9,2139.88,1829.47
1950,2301.94,2142.08,1856.14
1951,2258.49,2144.27,1867.76
1952,2288.14,2146.47,1847.37
1953,2275.26,2148.67,1892.49
1954,2263.47,2150.87,1853.51
1955,2225.8,2153.07,1843.16
1956,2231.98,2155.28,1809.85
1957,2204.66,2157.48,1805.48
1958,2255.01,2159.69,1850.39
1959,2259.28,2161.89,1859.42
1960,2205.1,2164.1,1785.79
1961,2280.53,2166.31,1876.38
1962,2303.88,2168.52,1893.66
1963,2298.07,2170.73,1885.39
1964,2304.59,2172.94,1891.51
1965,2298.92,2175.16,1861.81
1966,2275.73,2177.37,1911.25
1967,2302.59,2179.59,1875.4
1968,2255.45,2181.8,1868.89
1969,2263.05,2184.02,1834.48
1970,2199.14,2186.24,1801.65
1971,2316.3,2188.46,1930.58
1972,2257.74,2190.68,1872.84
1973,2286.7,2192.9,1882.98
1974,2259.45,2195.13,1845.08
1975,2294.96,2197.35,1905.68
1976,2329.59,2199.58,1927.13
1977,2343.08,2201.81,1923.85
1978,2327.82,2204.03,1923.78
1979,2322.64,2206.26,1924.51
1980,2322.62,2208.49,1879.12
1981,2334.86,2210.72,1927.32
1982,2311.58,2212.96,1942.7
1983,2302.03,2215.19,1892.55
1984,2289.15,2217.42,1891.08
1985,2281.02,2219.66,1859.21
1986,2273.98,2221.9,1849.19
1987,2286.19,2224.14,1899.51
1988,2317.01,2226.38,1911.31
1989,2299.28,2228.62,1901.59
1990,2276.92,2230.86,1844.34
1991,2293.52,2233.1,1887.92
1992,2314.61,2235.34,1911.71
1993,2350.2,2237.59,1931.66
1994,2355.43,2239.83,1936.05
1995,2361.9,2242.08,1920.42
1996,2325.91,2244.33,1931.93
1997,2361.24,2246.58,1931.85
1998,2324.59,2248.83,1879.09
1999,2366.89,2251.08,1944.26
2000,2324.67,2253.33,1966.29
2001,2368.37,2255.59,1963.96
2002,2295.9,2257.84,1885.64
2003,2348.77,2260.1,1952.48
2004,2329.09,2262.36,1940.27
2005,2312.72,2264.61,1876.64
2006,2299.02,2266.87,1895.96
2007,2350.66,2269.13,1944.56
2008,2367.75,2271.4,1958.91
2009,2308.84,2273.66,1911.55
2010,2364.01,2275.92,1955.46
2011,2306.83,2278.19,1869.44
2012,2356.45,2280.46,1947.88
2013,2350.3,2282.72,1934.54
2014,2353.2,2284.99,1939.93
2015,2393.58,2287.26,1968.98
2016,2373.89,2289.53,1963.83
2017,2389.9,2291.8,1953.34
2018,2389.78,2294.08,1955.16
2019,2388.89,2296.35,1961.23
2020,2369.15,2298.63,1956.55
2021,2376.04,2300.9,1957.13
2022,2399.82,2303.18,1964.18
2023,2383.71,2305.46,1908.21
2024,2397.58,2307.74,1981.44
2025,2397.93,2310.02,1984.85
2026,2400.49,2312.3,1992.82
2027,2368.38,2314.58,1988.91
2028,2412,2316.87,1983.46
2029,2393.71,2319.15,1990.36
2030,2369,2321.44,1945.78
2031,2372.67,2323.73,1955.47
2032,2398.87,2326.02,1983.59
2033,2404.82,2328.31,1990.97
